Name,Path,Version,Dev Dependency,Flagged,
inflight,,1.0.6,true,false,
inherits,,2.0.3,true,false,
ini,,1.3.5,true,false,
internal-ip,,1.2.0,true,false,
interpret,,1.1.0,true,false,
into-stream,,3.1.0,true,false,
invariant,,2.2.4,false,false,
invert-kv,,1.0.0,true,false,
ip,,1.1.5,true,false,
ipaddr.js,,1.8.0,true,false,
is-accessor-descriptor,,0.1.6,true,false,
kind-of,is-accessor-descriptor.kind-of,3.2.2,true,false,
is-arrayish,,0.3.2,true,false,
is-binary-path,,1.0.1,true,false,
is-buffer,,1.1.6,false,false,
is-builtin-module,,1.0.0,true,false,
is-callable,,1.1.4,true,false,
is-ci,,1.1.0,true,false,
is-data-descriptor,,0.1.4,true,false,
kind-of,is-data-descriptor.kind-of,3.2.2,true,false,
is-date-object,,1.0.1,true,false,
is-descriptor,,0.1.6,true,false,
kind-of,is-descriptor.kind-of,5.1.0,true,false,
is-dotfile,,1.0.3,true,false,
is-equal-shallow,,0.1.3,true,false,
is-extendable,,0.1.1,true,false,
is-extglob,,1.0.0,true,false,
is-finite,,1.0.2,true,false,
is-fullwidth-code-point,,2.0.0,true,false,
is-generator-fn,,1.0.0,true,false,
is-glob,,2.0.1,true,false,
is-lite,,0.2.0,false,false,
is-number,,3.0.0,true,false,
kind-of,is-number.kind-of,3.2.2,true,false,
is-object,,1.0.1,true,false,
is-observable,,0.2.0,true,false,
symbol-observable,is-observable.symbol-observable,0.2.4,true,false,
is-path-cwd,,1.0.0,true,false,
is-path-in-cwd,,1.0.1,true,false,
is-path-inside,,1.0.1,true,false,
is-plain-obj,,1.1.0,true,false,
is-plain-object,,2.0.4,true,false,
is-posix-bracket,,0.1.1,true,false,
is-primitive,,2.0.0,true,false,
is-promise,,2.1.0,true,false,
is-regex,,1.0.4,true,false,
is-retry-allowed,,1.1.0,true,false,
is-scoped,,1.0.0,true,false,
is-stream,,1.1.0,false,false,
is-subset,,0.1.1,true,false,
is-symbol,,1.0.1,true,false,
is-typedarray,,1.0.0,true,false,
is-utf8,,0.2.1,true,false,
is-windows,,1.0.2,true,false,
is-wsl,,1.1.0,true,false,
isarray,,1.0.0,true,false,
isbinaryfile,,3.0.3,true,false,
isexe,,2.0.0,true,false,
isobject,,3.0.1,true,false,
isomorphic-fetch,,2.2.1,false,false,
isomorphic-tough-cookie,,0.0.1,false,false,
isomorphic-xml2js,,0.1.3,false,false,
isstream,,0.1.2,true,false,
istanbul-api,,1.3.1,true,false,
istanbul-lib-coverage,,1.2.0,true,false,
istanbul-lib-hook,,1.2.1,true,false,
istanbul-lib-instrument,,1.10.1,true,false,
istanbul-lib-report,,1.1.4,true,false,
has-flag,istanbul-lib-report.has-flag,1.0.0,true,false,
supports-color,istanbul-lib-report.supports-color,3.2.3,true,false,
istanbul-lib-source-maps,,1.2.5,true,false,
source-map,istanbul-lib-source-maps.source-map,0.5.7,true,false,
istanbul-reports,,1.3.0,true,false,
istextorbinary,,2.2.1,true,false,
isurl,,1.0.0,true,false,
jest,,23.6.0,true,false,
arr-diff,jest.arr-diff,2.0.0,true,false,
array-unique,jest.array-unique,0.2.1,true,false,
braces,jest.braces,1.8.5,true,false,
expand-brackets,jest.expand-brackets,0.1.5,true,false,
extglob,jest.extglob,0.3.2,true,false,
jest-cli,jest.jest-cli,23.6.0,true,false,
kind-of,jest.kind-of,3.2.2,true,false,
micromatch,jest.micromatch,2.3.11,true,false,
jest-changed-files,,23.4.2,true,false,
jest-config,,23.6.0,true,false,
arr-diff,jest-config.arr-diff,2.0.0,true,false,
array-unique,jest-config.array-unique,0.2.1,true,false,
braces,jest-config.braces,1.8.5,true,false,
expand-brackets,jest-config.expand-brackets,0.1.5,true,false,
extglob,jest-config.extglob,0.3.2,true,false,
kind-of,jest-config.kind-of,3.2.2,true,false,
micromatch,jest-config.micromatch,2.3.11,true,false,
jest-diff,,23.6.0,true,false,
jest-docblock,,23.2.0,true,false,
jest-each,,23.6.0,true,false,
jest-environment-jsdom,,23.4.0,true,false,
jest-environment-node,,23.4.0,true,false,
jest-get-type,,22.4.3,true,false,
jest-haste-map,,23.6.0,true,false,
arr-diff,jest-haste-map.arr-diff,2.0.0,true,false,
array-unique,jest-haste-map.array-unique,0.2.1,true,false,
braces,jest-haste-map.braces,1.8.5,true,false,
expand-brackets,jest-haste-map.expand-brackets,0.1.5,true,false,
extglob,jest-haste-map.extglob,0.3.2,true,false,
kind-of,jest-haste-map.kind-of,3.2.2,true,false,
micromatch,jest-haste-map.micromatch,2.3.11,true,false,
jest-jasmine2,,23.6.0,true,false,
jest-leak-detector,,23.6.0,true,false,
jest-matcher-utils,,23.6.0,true,false,
jest-message-util,,23.4.0,true,false,
arr-diff,jest-message-util.arr-diff,2.0.0,true,false,
array-unique,jest-message-util.array-unique,0.2.1,true,false,
braces,jest-message-util.braces,1.8.5,true,false,
expand-brackets,jest-message-util.expand-brackets,0.1.5,true,false,
extglob,jest-message-util.extglob,0.3.2,true,false,
kind-of,jest-message-util.kind-of,3.2.2,true,false,
micromatch,jest-message-util.micromatch,2.3.11,true,false,
jest-mock,,23.2.0,true,false,
jest-plugin-context,,2.9.0,true,false,
jest-regex-util,,23.3.0,true,false,
jest-resolve,,23.6.0,true,false,
jest-resolve-dependencies,,23.6.0,true,false,
jest-runner,,23.6.0,true,false,
jest-runtime,,23.6.0,true,false,
arr-diff,jest-runtime.arr-diff,2.0.0,true,false,
array-unique,jest-runtime.array-unique,0.2.1,true,false,
braces,jest-runtime.braces,1.8.5,true,false,
expand-brackets,jest-runtime.expand-brackets,0.1.5,true,false,
extglob,jest-runtime.extglob,0.3.2,true,false,
kind-of,jest-runtime.kind-of,3.2.2,true,false,
micromatch,jest-runtime.micromatch,2.3.11,true,false,
jest-serializer,,23.0.1,true,false,
jest-snapshot,,23.6.0,true,false,
jest-trx-results-processor,,0.0.5,true,false,
uuid,jest-trx-results-processor.uuid,2.0.3,true,false,
xmlbuilder,jest-trx-results-processor.xmlbuilder,8.2.2,true,false,
jest-util,,23.4.0,true,false,
jest-validate,,23.6.0,true,false,
jest-watcher,,23.4.0,true,false,
jest-worker,,23.2.0,true,false,
js-base64,,2.4.8,true,false,
js-tokens,,4.0.0,false,false,
js-yaml,,3.12.0,true,false,
jsbn,,0.1.1,true,false,
jscodeshift,,0.5.1,true,false,
ansi-styles,jscodeshift.ansi-styles,1.0.0,true,false,
arr-diff,jscodeshift.arr-diff,2.0.0,true,false,
array-unique,jscodeshift.array-unique,0.2.1,true,false,
babylon,jscodeshift.babylon,7.0.0-beta.47,true,false,
braces,jscodeshift.braces,1.8.5,true,false,
chalk,jscodeshift.chalk,0.4.0,true,false,
expand-brackets,jscodeshift.expand-brackets,0.1.5,true,false,
extglob,jscodeshift.extglob,0.3.2,true,false,
kind-of,jscodeshift.kind-of,3.2.2,true,false,
micromatch,jscodeshift.micromatch,2.3.11,true,false,
nomnom,jscodeshift.nomnom,1.8.1,true,false,
strip-ansi,jscodeshift.strip-ansi,0.1.1,true,false,
underscore,jscodeshift.underscore,1.6.0,true,false,
write-file-atomic,jscodeshift.write-file-atomic,1.3.4,true,false,
jsdom,,11.12.0,true,false,
acorn,jsdom.acorn,5.7.3,true,false,
parse5,jsdom.parse5,4.0.0,true,false,
jsesc,,1.3.0,true,false,
json-buffer,,3.0.0,true,false,
json-parse-better-errors,,1.0.2,true,false,
json-schema,,0.2.3,true,false,
json-schema-traverse,,0.3.1,true,false,
json-stringify-safe,,5.0.1,true,false,
json3,,3.3.2,true,false,
json5,,0.5.1,true,false,
jsprim,,1.4.1,true,false,
keyv,,3.0.0,true,false,
killable,,1.0.0,true,false,
kind-of,,6.0.2,true,false,
kleur,,2.0.2,true,false,
kuler,,1.0.0,true,false,
lazy-cache,,1.0.4,true,false,
lcid,,1.0.0,true,false,
left-pad,,1.3.0,true,false,
leven,,2.1.0,true,false,
levn,,0.3.0,true,false,
lie,,3.1.1,false,false,
listr,,0.13.0,true,false,
ansi-styles,listr.ansi-styles,2.2.1,true,false,
chalk,listr.chalk,1.1.3,true,false,
figures,listr.figures,1.7.0,true,false,
log-symbols,listr.log-symbols,1.0.2,true,false,
strip-ansi,listr.strip-ansi,3.0.1,true,false,
supports-color,listr.supports-color,2.0.0,true,false,
listr-silent-renderer,,1.1.1,true,false,
listr-update-renderer,,0.4.0,true,false,
ansi-styles,listr-update-renderer.ansi-styles,2.2.1,true,false,
chalk,listr-update-renderer.chalk,1.1.3,true,false,
figures,listr-update-renderer.figures,1.7.0,true,false,
indent-string,listr-update-renderer.indent-string,3.2.0,true,false,
log-symbols,listr-update-renderer.log-symbols,1.0.2,true,false,
strip-ansi,listr-update-renderer.strip-ansi,3.0.1,true,false,
supports-color,listr-update-renderer.supports-color,2.0.0,true,false,
listr-verbose-renderer,,0.4.1,true,false,
ansi-styles,listr-verbose-renderer.ansi-styles,2.2.1,true,false,
chalk,listr-verbose-renderer.chalk,1.1.3,true,false,
cli-cursor,listr-verbose-renderer.cli-cursor,1.0.2,true,false,
figures,listr-verbose-renderer.figures,1.7.0,true,false,
onetime,listr-verbose-renderer.onetime,1.1.0,true,false,
restore-cursor,listr-verbose-renderer.restore-cursor,1.0.1,true,false,
strip-ansi,listr-verbose-renderer.strip-ansi,3.0.1,true,false,
supports-color,listr-verbose-renderer.supports-color,2.0.0,true,false,
load-json-file,,1.1.0,true,false,
strip-bom,load-json-file.strip-bom,2.0.0,true,false,
loader-runner,,2.3.0,true,false,
loader-utils,,1.1.0,true,false,
localforage,,1.7.2,false,false,
locate-path,,2.0.0,true,false,
lodash,,4.17.10,false,false,
lodash-es,,4.17.10,false,false,
lodash.assign,,4.2.0,true,false,
lodash.camelcase,,4.3.0,true,false,
lodash.clonedeep,,4.5.0,true,false,
lodash.debounce,,4.0.8,true,false,
lodash.flattendeep,,4.4.0,true,false,
lodash.mergewith,,4.6.1,true,false,
lodash.sortby,,4.7.0,true,false,
lodash.tail,,4.1.1,true,false,
log-symbols,,2.2.0,true,false,
log-update,,1.0.2,true,false,
ansi-escapes,log-update.ansi-escapes,1.4.0,true,false,
cli-cursor,log-update.cli-cursor,1.0.2,true,false,
onetime,log-update.onetime,1.1.0,true,false,
restore-cursor,log-update.restore-cursor,1.0.1,true,false,
logform,,1.9.1,true,false,
ms,logform.ms,2.1.1,true,false,
loglevel,,1.6.1,true,false,
loglevelnext,,1.0.5,true,false,
longest,,1.0.1,true,false,
loose-envify,,1.4.0,false,false,
loud-rejection,,1.6.0,true,false,
lowercase-keys,,1.0.1,true,false,
lru-cache,,4.1.3,true,false,
make-dir,,1.3.0,true,false,
pify,make-dir.pify,3.0.0,true,false,
make-error,,1.3.5,true,false,
makeerror,,1.0.11,true,false,
map-cache,,0.2.2,true,false,
map-obj,,1.0.1,true,false,
map-visit,,1.0.0,true,false,
math-random,,1.0.1,true,false,
md5.js,,1.3.4,true,false,
media-typer,,0.3.0,true,false,
mem,,1.1.0,true,false,
mem-fs,,1.1.3,true,false,
mem-fs-editor,,4.0.3,true,false,
clone,mem-fs-editor.clone,2.1.2,true,false,
clone-stats,mem-fs-editor.clone-stats,1.0.0,true,false,
globby,mem-fs-editor.globby,7.1.1,true,false,
pify,mem-fs-editor.pify,3.0.0,true,false,
replace-ext,mem-fs-editor.replace-ext,1.0.0,true,false,
vinyl,mem-fs-editor.vinyl,2.2.0,true,false,
memory-fs,,0.4.1,true,false,
meow,,3.7.0,true,false,
minimist,meow.minimist,1.2.0,true,false,
merge,,1.2.0,true,false,
merge-descriptors,,1.0.1,true,false,
merge-stream,,1.0.1,true,false,
merge2,,1.2.2,true,false,
methods,,1.1.2,true,false,
micromatch,,3.1.10,true,false,
microsoft-azure-devices-iothub-controlplane20180401,,2.0.0,false,false,
microsoft-azure-devices-provisioning-controlplane20180122,,2.0.0,false,false,
miller-rabin,,4.0.1,true,false,
mime-db,,1.35.0,false,false,
mime-types,,2.1.19,false,false,
mimic-fn,,1.2.0,true,false,
mimic-response,,1.0.1,true,false,
min-document,,2.19.0,false,false,
minimalistic-assert,,1.0.1,true,false,
minimalistic-crypto-utils,,1.0.1,true,false,
minimatch,,3.0.4,true,false,
minimist,,0.0.8,true,false,
mississippi,,2.0.0,true,false,
mixin-deep,,1.3.1,true,false,
is-extendable,mixin-deep.is-extendable,1.0.1,true,false,
mixin-object,,2.0.1,true,false,
for-in,mixin-object.for-in,0.1.8,true,false,
mkdirp,,0.5.1,true,false,
moo,,0.4.3,true,false,
move-concurrently,,1.0.1,true,false,
ms,,2.0.0,false,false,
ms-rest-azure-js,,0.8.82,false,false,
ms-rest-js,,0.12.293,false,false,
@types/node,ms-rest-js.@types/node,9.6.26,false,false,
multicast-dns,,6.2.3,true,false,
multicast-dns-service-types,,1.1.0,true,false,
multimatch,,2.1.0,true,false,
mute-stream,,0.0.7,true,false,
nan,,2.11.1,true,false,
nanomatch,,1.2.13,true,false,
natural-compare,,1.4.0,true,false,
nearley,,2.15.1,true,false,
negotiator,,0.6.1,true,false,
neo-async,,2.5.1,true,false,
nested-property,,0.0.7,false,false,
next-tick,,1.0.0,true,false,
nice-try,,1.0.4,true,false,
node-dir,,0.1.8,true,false,
node-fetch,,1.7.3,false,false,
node-forge,,0.7.5,true,false,
node-gyp,,3.8.0,true,false,
semver,node-gyp.semver,5.3.0,true,false,
node-int64,,0.4.0,true,false,
node-libs-browser,,2.1.0,true,false,
node-notifier,,5.2.1,true,false,
node-sass,,4.9.3,true,false,
ansi-styles,node-sass.ansi-styles,2.2.1,true,false,
chalk,node-sass.chalk,1.1.3,true,false,
cross-spawn,node-sass.cross-spawn,3.0.1,true,false,
strip-ansi,node-sass.strip-ansi,3.0.1,true,false,
supports-color,node-sass.supports-color,2.0.0,true,false,
nomnom,,1.6.2,true,false,
colors,nomnom.colors,0.5.1,true,false,
nopt,,3.0.6,true,false,
normalize-package-data,,2.4.0,true,false,
normalize-path,,2.1.1,true,false,
npm-run-path,,2.0.2,true,false,
npmlog,,4.1.2,true,false,
nth-check,,1.0.1,true,false,
number-is-nan,,1.0.1,true,false,
nwsapi,,2.0.8,true,false,
oauth-sign,,0.8.2,true,false,
object-assign,,4.1.1,false,false,
object-copy,,0.1.0,true,false,
define-property,object-copy.define-property,0.2.5,true,false,
kind-of,object-copy.kind-of,3.2.2,true,false,
object-is,,1.0.1,true,false,
object-keys,,1.0.12,true,false,
object-visit,,1.0.1,true,false,
object.assign,,4.1.0,true,false,
object.entries,,1.0.4,true,false,
object.getownpropertydescriptors,,2.0.3,true,false,
object.omit,,2.0.1,true,false,
object.pick,,1.3.0,true,false,
object.values,,1.0.4,true,false,
obuf,,1.1.2,true,false,
office-ui-fabric-react,,6.38.2,false,false,
on-finished,,2.3.0,true,false,
on-headers,,1.0.1,true,false,
once,,1.4.0,true,false,
one-time,,0.0.4,true,false,
onetime,,2.0.1,true,false,
opener,,1.5.0,true,false,
opn,,5.1.0,true,false,
optimist,,0.6.1,true,false,
optionator,,0.8.2,true,false,
wordwrap,optionator.wordwrap,1.0.0,true,false,
ora,,0.2.3,true,false,
ansi-styles,ora.ansi-styles,2.2.1,true,false,
chalk,ora.chalk,1.1.3,true,false,
cli-cursor,ora.cli-cursor,1.0.2,true,false,
onetime,ora.onetime,1.1.0,true,false,
restore-cursor,ora.restore-cursor,1.0.1,true,false,
strip-ansi,ora.strip-ansi,3.0.1,true,false,
supports-color,ora.supports-color,2.0.0,true,false,
original,,1.0.2,true,false,
os-browserify,,0.3.0,true,false,
os-homedir,,1.0.2,true,false,
os-locale,,2.1.0,true,false,
os-tmpdir,,1.0.2,true,false,
osenv,,0.1.5,true,false,
p-cancelable,,0.4.1,true,false,
p-each-series,,1.0.0,true,false,
p-finally,,1.0.0,true,false,
p-is-promise,,1.1.0,true,false,
p-lazy,,1.0.0,true,false,
p-limit,,1.3.0,true,false,
p-locate,,2.0.0,true,false,
p-map,,1.2.0,true,false,
p-reduce,,1.0.0,true,false,
p-timeout,,2.0.1,true,false,
p-try,,1.0.0,true,false,
pako,,1.0.6,true,false,
parallel-transform,,1.1.0,true,false,
parse-asn1,,5.1.1,true,false,
parse-glob,,3.0.4,true,false,
parse-json,,2.2.0,true,false,
parse-passwd,,1.0.0,true,false,
parse5,,3.0.3,true,false,
parseurl,,1.3.2,true,false,
pascalcase,,0.1.1,true,false,
path-browserify,,0.0.0,true,false,
path-dirname,,1.0.2,true,false,
path-exists,,3.0.0,true,false,
path-is-absolute,,1.0.1,true,false,
path-is-inside,,1.0.2,true,false,
path-key,,2.0.1,true,false,
path-parse,,1.0.6,true,false,
path-type,,1.1.0,true,false,
pbkdf2,,3.0.16,true,false,
performance-now,,2.1.0,true,false,
pify,,2.3.0,true,false,
pinkie,,2.0.4,true,false,
pinkie-promise,,2.0.1,true,false,
pkg-dir,,2.0.0,true,false,
pn,,1.1.0,true,false,
popper.js,,1.14.4,false,false,
portfinder,,1.0.16,true,false,
async,portfinder.async,1.5.2,true,false,
debug,portfinder.debug,2.6.9,true,false,
posix-character-classes,,0.1.1,true,false,
postcss,,6.0.23,true,false,
postcss-modules-extract-imports,,1.2.0,true,false,
postcss-modules-local-by-default,,1.2.0,true,false,
postcss-modules-scope,,1.1.0,true,false,
postcss-modules-values,,1.3.0,true,false,
postcss-value-parser,,3.3.0,true,false,
prelude-ls,,1.1.2,true,false,
prepend-http,,1.0.4,true,false,
preserve,,0.2.0,true,false,
prettier,,1.14.2,true,false,
pretty-bytes,,4.0.2,true,false,
pretty-format,,23.6.0,true,false,
ansi-regex,pretty-format.ansi-regex,3.0.0,true,false,
private,,0.1.8,true,false,
process,,0.11.10,true,false,
process-nextick-args,,2.0.0,true,false,
promise,,7.3.1,false,false,
promise-inflight,,1.0.1,true,false,
prompts,,0.1.14,true,false,
prop-types,,15.6.2,false,false,
proxy-addr,,2.0.4,true,false,
prr,,1.0.1,true,false,
pseudomap,,1.0.2,true,false,
psl,,1.1.29,false,false,
public-encrypt,,4.0.2,true,false,
pump,,2.0.1,true,false,
pumpify,,1.5.1,true,false,
punycode,,1.4.1,false,false,
qs,,6.5.2,true,false,
querystring,,0.2.0,true,false,
querystring-es3,,0.2.1,true,false,
querystringify,,2.0.0,true,false,
raf,,3.4.0,true,false,
rafl,,1.2.2,false,false,
railroad-diagrams,,1.0.0,true,false,
randexp,,0.4.6,true,false,
randomatic,,3.1.0,true,false,
is-number,randomatic.is-number,4.0.0,true,false,
randombytes,,2.0.6,true,false,
randomfill,,1.0.4,true,false,
range-parser,,1.2.0,true,false,
raw-body,,2.3.2,true,false,
depd,raw-body.depd,1.1.1,true,false,
http-errors,raw-body.http-errors,1.6.2,true,false,
iconv-lite,raw-body.iconv-lite,0.4.19,true,false,
setprototypeof,raw-body.setprototypeof,1.0.3,true,false,
react,,16.4.2,false,false,
react-dnd,,5.0.0,false,false,
react-dnd-html5-backend,,5.0.1,false,false,
react-dom,,16.4.2,false,false,
react-floater,,0.5.5,false,false,
react-i18next,,7.10.1,false,false,
react-is,,16.4.2,true,false,
react-joyride,,2.0.0-14,false,false,
deep-diff,react-joyride.deep-diff,1.0.2,false,false,
react-lifecycles-compat,,3.0.4,false,false,
react-proptype-conditional-require,,1.0.4,false,false,
react-redux,,5.0.7,false,false,
react-test-renderer,,16.4.2,true,false,
read-chunk,,2.1.0,true,false,
pify,read-chunk.pify,3.0.0,true,false,
read-pkg,,1.1.0,true,false,
read-pkg-up,,1.0.1,true,false,
find-up,read-pkg-up.find-up,1.1.2,true,false,
path-exists,read-pkg-up.path-exists,2.1.0,true,false,
readable-stream,,2.3.6,true,false,
readdirp,,2.1.0,true,false,
realpath-native,,1.0.1,true,false,
recast,,0.15.3,true,false,
rechoir,,0.6.2,true,false,
recompose,,0.27.1,false,false,
redent,,1.0.0,true,false,
redux,,4.0.0,false,false,
redux-devtools-extension,,2.13.5,true,false,
redux-logger,,3.0.6,false,false,
redux-saga,,0.16.0,false,false,
regenerate,,1.4.0,true,false,
regenerator-runtime,,0.10.5,false,false,
regenerator-transform,,0.10.1,true,false,
regex-cache,,0.4.4,true,false,
regex-not,,1.0.2,true,false,
regexpu-core,,2.0.0,true,false,
regjsgen,,0.2.0,true,false,
regjsparser,,0.1.5,true,false,
jsesc,regjsparser.jsesc,0.5.0,true,false,
remove-trailing-separator,,1.1.0,true,false,
repeat-element,,1.1.2,true,false,
repeat-string,,1.6.1,true,false,
repeating,,2.0.1,true,false,
replace-ext,,0.0.1,true,false,
request,,2.87.0,true,false,
tough-cookie,request.tough-cookie,2.3.4,true,false,
request-promise-core,,1.1.1,true,false,
request-promise-native,,1.0.5,true,false,
require-directory,,2.1.1,true,false,
require-main-filename,,1.0.1,true,false,
requires-port,,1.0.0,true,false,
reselect,,3.0.1,false,false,
resolve,,1.1.7,true,false,
resolve-cwd,,2.0.0,true,false,
resolve-dir,,1.0.1,true,false,
resolve-from,,3.0.0,true,false,
resolve-url,,0.2.1,true,false,
responselike,,1.0.2,true,false,
restore-cursor,,2.0.0,true,false,
ret,,0.1.15,true,false,
right-align,,0.1.3,true,false,
rimraf,,2.6.2,true,false,
ripemd160,,2.0.2,true,false,
rst-selector-parser,,2.2.3,true,false,
rsvp,,3.6.2,true,false,
run-async,,2.3.0,true,false,
run-queue,,1.0.3,true,false,
rxjs,,5.5.11,true,false,
symbol-observable,rxjs.symbol-observable,1.0.1,true,false,
safe-buffer,,5.1.2,true,false,
safe-regex,,1.1.0,true,false,
safer-buffer,,2.1.2,false,false,
sane,,2.5.2,true,false,
minimist,sane.minimist,1.2.0,true,false,
sass-graph,,2.2.4,true,false,
camelcase,sass-graph.camelcase,3.0.0,true,false,
cliui,sass-graph.cliui,3.2.0,true,false,
is-fullwidth-code-point,sass-graph.is-fullwidth-code-point,1.0.0,true,false,
os-locale,sass-graph.os-locale,1.4.0,true,false,
string-width,sass-graph.string-width,1.0.2,true,false,
strip-ansi,sass-graph.strip-ansi,3.0.1,true,false,
which-module,sass-graph.which-module,1.0.0,true,false,
yargs,sass-graph.yargs,7.1.0,true,false,
yargs-parser,sass-graph.yargs-parser,5.0.0,true,false,
sass-loader,,6.0.7,true,false,
pify,sass-loader.pify,3.0.0,true,false,
sax,,1.2.4,false,false,
scoped-regex,,1.0.0,true,false,
scroll,,2.0.3,false,false,
scroll-doc,,0.2.1,false,false,
scrollparent,,2.0.1,false,false,
scss-tokenizer,,0.2.3,true,false,
source-map,scss-tokenizer.source-map,0.4.4,true,false,
select-hose,,2.0.0,true,false,
selfsigned,,1.10.3,true,false,
semver,,5.5.0,true,false,
send,,0.16.2,true,false,
debug,send.debug,2.6.9,true,false,
mime,send.mime,1.4.1,true,false,
serialize-javascript,,1.5.0,true,false,
serve-index,,1.9.1,true,false,
debug,serve-index.debug,2.6.9,true,false,
serve-static,,1.13.2,true,false,
set-blocking,,2.0.0,true,false,
set-immediate-shim,,1.0.1,true,false,
set-value,,2.0.0,true,false,
extend-shallow,set-value.extend-shallow,2.0.1,true,false,
setimmediate,,1.0.5,false,false,
setprototypeof,,1.1.0,true,false,
sha.js,,2.4.11,true,false,
shallow-clone,,1.0.0,true,false,
kind-of,shallow-clone.kind-of,5.1.0,true,false,
shallowequal,,1.1.0,false,false,
shebang-command,,1.2.0,true,false,
shebang-regex,,1.0.0,true,false,
shelljs,,0.8.2,true,false,
shellwords,,0.1.1,true,false,
signal-exit,,3.0.2,true,false,
simple-swizzle,,0.2.2,true,false,
sisteransi,,0.1.1,true,false,
slash,,1.0.0,true,false,
slice-ansi,,0.0.4,true,false,
slide,,1.1.6,true,false,
snapdragon,,0.8.2,true,false,
debug,snapdragon.debug,2.6.9,true,false,
define-property,snapdragon.define-property,0.2.5,true,false,
extend-shallow,snapdragon.extend-shallow,2.0.1,true,false,
source-map,snapdragon.source-map,0.5.7,true,false,
snapdragon-node,,2.1.1,true,false,
define-property,snapdragon-node.define-property,1.0.0,true,false,
is-accessor-descriptor,snapdragon-node.is-accessor-descriptor,1.0.0,true,false,
is-data-descriptor,snapdragon-node.is-data-descriptor,1.0.0,true,false,
is-descriptor,snapdragon-node.is-descriptor,1.0.2,true,false,
snapdragon-util,,3.0.1,true,false,
kind-of,snapdragon-util.kind-of,3.2.2,true,false,
sockjs-client,,1.1.4,true,false,
debug,sockjs-client.debug,2.6.9,true,false,
source-list-map,,2.0.0,true,false,
source-map,,0.6.1,true,false,
source-map-loader,,0.2.3,true,false,
loader-utils,source-map-loader.loader-utils,0.2.17,true,false,
source-map-resolve,,0.5.2,true,false,
source-map-support,,0.5.8,true,false,
source-map-url,,0.4.0,true,false,
spdx-correct,,3.0.0,true,false,
spdx-exceptions,,2.1.0,true,false,
spdx-expression-parse,,3.0.0,true,false,
spdx-license-ids,,3.0.0,true,false,
spdy,,3.4.7,true,false,
debug,spdy.debug,2.6.9,true,false,
spdy-transport,,2.1.0,true,false,
debug,spdy-transport.debug,2.6.9,true,false,
split-string,,3.1.0,true,false,
sprintf-js,,1.0.3,true,false,
sshpk,,1.14.2,true,false,
ssri,,5.3.0,true,false,
stack-trace,,0.0.10,true,false,
stack-utils,,1.0.1,true,false,
static-extend,,0.1.2,true,false,
define-property,static-extend.define-property,0.2.5,true,false,
statuses,,1.4.0,true,false,
stdout-stream,,1.4.1,true,false,
stealthy-require,,1.1.1,true,false,
stream-browserify,,2.0.1,true,false,
stream-each,,1.2.3,true,false,
stream-http,,2.8.3,true,false,
stream-shift,,1.0.0,true,false,
stream-to-observable,,0.2.0,true,false,
strict-uri-encode,,1.1.0,true,false,
string-length,,2.0.0,true,false,
string-template,,0.2.1,true,false,
string-width,,2.1.1,true,false,
string_decoder,,1.1.1,true,false,
strip-ansi,,4.0.0,true,false,
ansi-regex,strip-ansi.ansi-regex,3.0.0,true,false,
strip-bom,,3.0.0,true,false,
strip-bom-stream,,2.0.0,true,false,
strip-bom,strip-bom-stream.strip-bom,2.0.0,true,false,
strip-eof,,1.0.0,true,false,
strip-indent,,1.0.1,true,false,
style-loader,,0.20.3,true,false,
ajv,style-loader.ajv,6.5.2,true,false,
fast-deep-equal,style-loader.fast-deep-equal,2.0.1,true,false,
json-schema-traverse,style-loader.json-schema-traverse,0.4.1,true,false,
schema-utils,style-loader.schema-utils,0.4.7,true,false,
supports-color,,5.4.0,true,false,
symbol-observable,,1.2.0,false,false,
symbol-tree,,3.2.2,true,false,
tapable,,1.0.0,true,false,
tar,,2.2.1,true,false,
temp,,0.8.3,true,false,
rimraf,temp.rimraf,2.2.8,true,false,
test-exclude,,4.2.1,true,false,
text-hex,,1.0.0,true,false,
text-table,,0.2.0,true,false,
textextensions,,2.2.0,true,false,
throat,,4.1.0,true,false,
through,,2.3.8,true,false,
through2,,2.0.3,true,false,
thunky,,1.0.2,true,false,
timed-out,,4.0.1,true,false,
timers-browserify,,2.0.10,true,false,
tmp,,0.0.33,true,false,
tmpl,,1.0.4,true,false,
to-arraybuffer,,1.0.1,true,false,
to-fast-properties,,1.0.3,true,false,
to-object-path,,0.3.0,true,false,
kind-of,to-object-path.kind-of,3.2.2,true,false,
to-regex,,3.0.2,true,false,
to-regex-range,,2.1.1,true,false,
tough-cookie,,2.4.3,false,false,
tr46,,1.0.1,true,false,
punycode,tr46.punycode,2.1.1,true,false,
tree-changes,,0.3.2,false,false,
trim-newlines,,1.0.0,true,false,
trim-right,,1.0.1,true,false,
triple-beam,,1.3.0,true,false,
true-case-path,,1.0.3,true,false,
tryer,,1.0.1,true,false,
ts-jest,,23.10.4,true,false,
camelcase,ts-jest.camelcase,4.1.0,true,false,
json5,ts-jest.json5,2.1.0,true,false,
minimist,ts-jest.minimist,1.2.0,true,false,
yargs-parser,ts-jest.yargs-parser,10.1.0,true,false,
tslib,,1.9.3,false,false,
tslint,,5.11.0,true,false,
resolve,tslint.resolve,1.8.1,true,false,
